gene_name	transcript_id
Efhd1os	ENSMUST00000138844.2
Gigyf2	ENSMUST00000027475.14
Gigyf2	ENSMUST00000172794.7
Gigyf2	ENSMUST00000174501.7
Gm22549	ENSMUST00000178461.1
Kcnj13	ENSMUST00000113212.3
Kcnj13	ENSMUST00000174179.1
Gm23504	ENSMUST00000158988.1
Snorc	ENSMUST00000027476.5
Ngef	ENSMUST00000027477.14
Ngef	ENSMUST00000068681.11
Neu2	ENSMUST00000166259.7
Neu2	ENSMUST00000172222.7
Neu2	ENSMUST00000164128.1
Neu2	ENSMUST00000165109.1
Neu2	ENSMUST00000070898.5
Gm17181	ENSMUST00000168856.1
Gm6153	ENSMUST00000172004.1
Inpp5d	ENSMUST00000169754.7
Inpp5d	ENSMUST00000042275.14
Inpp5d	ENSMUST00000168783.7
Inpp5d	ENSMUST00000170300.7
Inpp5d	ENSMUST00000167032.1
Atg16l1	ENSMUST00000027512.12
Atg16l1	ENSMUST00000113186.7
Atg16l1	ENSMUST00000113190.2
Gm25395	ENSMUST00000157343.1
Scarna6	ENSMUST00000158656.1
Sag	ENSMUST00000177757.1
Sag	ENSMUST00000077772.11
Dgkd	ENSMUST00000027517.13
Gm19582	ENSMUST00000187511.1
4833421G17Rik	ENSMUST00000191704.1
Gm38365	ENSMUST00000195720.1
Usp40	ENSMUST00000040783.10
Usp40	ENSMUST00000187758.6
Gm25198	ENSMUST00000178574.1
Gm5832	ENSMUST00000121704.1
Gm15375	ENSMUST00000119510.1
AC087801.1	ENSMUST00000238820.1
Ugt1a10	ENSMUST00000113142.9
Gm20528	ENSMUST00000174821.1
AC087801.2	ENSMUST00000239183.1
Ugt1a9	ENSMUST00000073772.4
Ugt1a8	ENSMUST00000113139.1
Ugt1a7c	ENSMUST00000058237.13
Ugt1a7c	ENSMUST00000113135.5
Gm15373	ENSMUST00000121495.1
Ugt1a6b	ENSMUST00000113138.7
Ugt1a6b	ENSMUST00000113137.1
Gm15372	ENSMUST00000120729.1
Gm15372	ENSMUST00000239178.1
Gm15370	ENSMUST00000117158.1
Ugt1a6a	ENSMUST00000113134.7
Ugt1a6a	ENSMUST00000014263.5
Gm15369	ENSMUST00000119681.1
Gm15374	ENSMUST00000119313.1
Gm15371	ENSMUST00000117057.1
Ugt1a5	ENSMUST00000097659.4
AC087801.3	ENSMUST00000239263.1
Gm15368	ENSMUST00000120438.1
Gm15376	ENSMUST00000122258.1
Ugt1a2	ENSMUST00000049289.8
Dnajb3	ENSMUST00000119972.3
Ugt1a1	ENSMUST00000073049.6
Mroh2a	ENSMUST00000061013.12
Mroh2a	ENSMUST00000113130.7
Hjurp	ENSMUST00000054674.14
Hjurp	ENSMUST00000065420.11
Hjurp	ENSMUST00000147393.1
Trpm8	ENSMUST00000113114.9
Trpm8	ENSMUST00000040210.13
Trpm8	ENSMUST00000171176.2
4930453O03Rik	ENSMUST00000147594.1
Spp2	ENSMUST00000027518.11
Spp2	ENSMUST00000176708.7
Gm29538	ENSMUST00000190783.1
Gm28888	ENSMUST00000186556.1
Glrp1	ENSMUST00000067625.8
Gm19589	ENSMUST00000189394.1
Gm38130	ENSMUST00000194311.1
Gm29336	ENSMUST00000186042.1
Arl4c	ENSMUST00000187810.1
Arl4c	ENSMUST00000159814.1
Gm29335	ENSMUST00000188361.1
Platr5	ENSMUST00000181016.2
Gm29337	ENSMUST00000185425.1
Gm4753	ENSMUST00000188327.1
1700067G17Rik	ENSMUST00000186180.1
Gm18699	ENSMUST00000190713.1
Sh3bp4	ENSMUST00000066279.10
Gm38312	ENSMUST00000195426.1
Gm5259	ENSMUST00000191231.1
Gm28342	ENSMUST00000190308.1
C030007H22Rik	ENSMUST00000186258.1
Agap1	ENSMUST00000027521.14
Agap1	ENSMUST00000190096.6
Agap1	ENSMUST00000074945.7
Gm37297	ENSMUST00000192974.1
Gm25180	ENSMUST00000157746.1
Gm28499	ENSMUST00000191576.1
4933400F21Rik	ENSMUST00000186098.6
4933400F21Rik	ENSMUST00000187295.1
Gm26037	ENSMUST00000158150.1
Gm37521	ENSMUST00000193177.1
Gbx2	ENSMUST00000036954.8
D130058E05Rik	ENSMUST00000173856.1
Asb18	ENSMUST00000238685.1
Asb18	ENSMUST00000086882.7
Asb18	ENSMUST00000097656.9
Iqca	ENSMUST00000113094.8
Iqca	ENSMUST00000212394.1
4930434B07Rik	ENSMUST00000190254.1
Ackr3	ENSMUST00000065587.4
Gm38277	ENSMUST00000195172.1
Gm28721	ENSMUST00000187649.1
Gm28723	ENSMUST00000188640.1
Gm27648	ENSMUST00000184315.1
Gm28722	ENSMUST00000187630.1
Gm35048	ENSMUST00000192105.1
Cops8	ENSMUST00000036153.11
Gm9991	ENSMUST00000070048.3
Col6a3	ENSMUST00000188587.6
Col6a3	ENSMUST00000056925.15
Col6a3	ENSMUST00000097653.10
Gm36970	ENSMUST00000193688.1
4930474B08Rik	ENSMUST00000194161.1
Mlph	ENSMUST00000027528.6
Prlh	ENSMUST00000166281.2
Rab17	ENSMUST00000027529.11
Rab17	ENSMUST00000131428.7
Gm28199	ENSMUST00000187127.1
Lrrfip1	ENSMUST00000068116.12
Lrrfip1	ENSMUST00000068167.12
Lrrfip1	ENSMUST00000097649.9
Lrrfip1	ENSMUST00000097650.9
Lrrfip1	ENSMUST00000189617.2
Rbm44	ENSMUST00000094698.1
Gm7776	ENSMUST00000191211.1
Ramp1	ENSMUST00000165855.7
Ramp1	ENSMUST00000188475.6
Ramp1	ENSMUST00000097648.5
Ube2f	ENSMUST00000059743.11
Ube2f	ENSMUST00000178627.7
Ube2f	ENSMUST00000171165.7
Ube2f	ENSMUST00000191368.6
Ube2f	ENSMUST00000171112.7
Gm7785	ENSMUST00000117121.1
Scly	ENSMUST00000027532.12
Gm17090	ENSMUST00000171768.1
Espnl	ENSMUST00000088904.9
Espnl	ENSMUST00000176156.1
Klhl30	ENSMUST00000027533.8
Erfe	ENSMUST00000086861.11
Ilkap	ENSMUST00000027534.12
Ilkap	ENSMUST00000187306.6
1700020N18Rik	ENSMUST00000188956.1
Hes6	ENSMUST00000086851.1
Per2	ENSMUST00000069620.9
Gm28381	ENSMUST00000188403.1
Gm28382	ENSMUST00000187902.1
Gm19085	ENSMUST00000188924.1
Traf3ip1	ENSMUST00000189341.6
Traf3ip1	ENSMUST00000047242.8
Asb1	ENSMUST00000086843.10
Asb1	ENSMUST00000027538.8
Asb1	ENSMUST00000188081.6
Asb1	ENSMUST00000188879.1
Gm28380	ENSMUST00000188800.1
Gm29100	ENSMUST00000187564.1
Twist2	ENSMUST00000007949.3
Twist2	ENSMUST00000186075.1
Gm29101	ENSMUST00000188329.1
Gm37600	ENSMUST00000193764.1
Hdac4	ENSMUST00000097644.8
Hdac4	ENSMUST00000008995.14
Gm37048	ENSMUST00000194827.1
Gm37036	ENSMUST00000192836.1
Gm29099	ENSMUST00000187370.1
Gm7837	ENSMUST00000190873.1
Ndufa10	ENSMUST00000027478.6
Mir6900	ENSMUST00000183483.1
Olfr1416	ENSMUST00000214928.2
Olfr1416	ENSMUST00000086837.1
Olfr1415	ENSMUST00000204009.2
Olfr1415	ENSMUST00000071521.2
Olfr1415	ENSMUST00000204766.1
Olfr1414	ENSMUST00000062353.11
Olfr1414	ENSMUST00000189174.1
Olfr1413	ENSMUST00000214239.1
Olfr1413	ENSMUST00000074859.2
1700054K02Rik	ENSMUST00000181755.1
Gm28478	ENSMUST00000185802.1
Olfr1412	ENSMUST00000190505.2
Olfr1412	ENSMUST00000062964.4
Gm44098	ENSMUST00000204141.1
Olfr1411	ENSMUST00000190844.2
Olfr1411	ENSMUST00000216444.1
Olfr1411	ENSMUST00000073748.3
Gm44099	ENSMUST00000203299.1
Olfr1410	ENSMUST00000217316.1
Olfr1410	ENSMUST00000216553.1
Olfr1410	ENSMUST00000079790.4
Olfr12	ENSMUST00000213247.1
Olfr12	ENSMUST00000081274.5
Cops9	ENSMUST00000112999.7
Cops9	ENSMUST00000097642.3
Otos	ENSMUST00000053144.3
Gm29483	ENSMUST00000188188.1
Gm29482	ENSMUST00000187845.1
Gm29481	ENSMUST00000189080.1
Gpc1	ENSMUST00000045970.7
Gm29480	ENSMUST00000188589.1
Mir149	ENSMUST00000083536.1
Ankmy1	ENSMUST00000160548.7
Ankmy1	ENSMUST00000112998.1
Dusp28	ENSMUST00000060913.7
5033417F24Rik	ENSMUST00000181575.2
Rnpepl1	ENSMUST00000027487.14
9430060I03Rik	ENSMUST00000191563.1
Capn10	ENSMUST00000027488.10
Capn10	ENSMUST00000117814.7
Gpr35	ENSMUST00000186298.6
Gpr35	ENSMUST00000027489.8
Gpr35	ENSMUST00000064480.6
Gpr35	ENSMUST00000169198.2
Gm18697	ENSMUST00000191179.1
Aqp12	ENSMUST00000059676.4
Kif1a	ENSMUST00000171796.7
Kif1a	ENSMUST00000112958.8
Kif1a	ENSMUST00000190723.6
Kif1a	ENSMUST00000171556.7
Kif1a	ENSMUST00000086819.11
Gm28086	ENSMUST00000191586.1
Agxt	ENSMUST00000027491.6
Mab21l4	ENSMUST00000043718.11
Mab21l4	ENSMUST00000143419.1
Crocc2	ENSMUST00000138595.2
Sned1	ENSMUST00000062202.13
Mir6901	ENSMUST00000185062.1
Mterf4	ENSMUST00000112944.7
Mterf4	ENSMUST00000027492.13
Mterf4	ENSMUST00000112942.1
Gm28535	ENSMUST00000188069.1
Gm7867	ENSMUST00000189856.1
Pask	ENSMUST00000027493.3
Ppp1r7	ENSMUST00000027494.10
Mir6902	ENSMUST00000198980.1
Mir6345	ENSMUST00000184286.1
Gm26446	ENSMUST00000082455.1
Ano7	ENSMUST00000058682.10
Ano7	ENSMUST00000186641.6
Hdlbp	ENSMUST00000170883.7
Hdlbp	ENSMUST00000042498.13
Hdlbp	ENSMUST00000186164.6
Gm17415	ENSMUST00000096427.5
Septin2	ENSMUST00000027495.14
Septin2	ENSMUST00000179353.7
Septin2	ENSMUST00000172165.7
Septin2	ENSMUST00000168776.7
Farp2	ENSMUST00000120301.7
Farp2	ENSMUST00000122402.2
Gm37250	ENSMUST00000194919.1
Stk25	ENSMUST00000027498.13
Gm28536	ENSMUST00000190971.1
Bok	ENSMUST00000027499.12
Bok	ENSMUST00000201863.3
Thap4	ENSMUST00000190116.6
Thap4	ENSMUST00000189728.6
Gm10550	ENSMUST00000188846.1
Atg4b	ENSMUST00000027502.15
Dtymk	ENSMUST00000027503.13
Dtymk	ENSMUST00000112893.1
Dtymk	ENSMUST00000112890.2
Ing5	ENSMUST00000027505.12
Ing5	ENSMUST00000190476.1
Gm22089	ENSMUST00000158336.1
D2hgdh	ENSMUST00000097633.9
D2hgdh	ENSMUST00000112881.7
Gal3st2	ENSMUST00000094663.3
Gm18666	ENSMUST00000190039.1
Gal3st2b	ENSMUST00000178757.7
Gal3st2b	ENSMUST00000177958.1
Gm7889	ENSMUST00000185591.1
Gal3st2c	ENSMUST00000097632.4
Neu4	ENSMUST00000190212.6
Neu4	ENSMUST00000050890.7
Pdcd1	ENSMUST00000027507.7
Gm7891	ENSMUST00000190284.1
Gm7895	ENSMUST00000187459.1
Gm23389	ENSMUST00000104225.1
4930440C22Rik	ENSMUST00000190754.1
4930440C22Rik	ENSMUST00000185490.1
Gm23181	ENSMUST00000158685.1
Gm5264	ENSMUST00000190584.1
Fam174a	ENSMUST00000059975.7
Fam174a	ENSMUST00000186780.1
BC055308	ENSMUST00000193380.1
Gm15427	ENSMUST00000117288.1
St8sia4	ENSMUST00000043336.10
St8sia4	ENSMUST00000189556.1
Gm37642	ENSMUST00000193166.1
4930598F16Rik	ENSMUST00000187352.1
Gm37761	ENSMUST00000194989.1
Gm22360	ENSMUST00000179775.1
1700063A18Rik	ENSMUST00000190901.1
Gm24586	ENSMUST00000116695.3
Gm22917	ENSMUST00000180116.1
Gm37076	ENSMUST00000192033.1
Gm29601	ENSMUST00000187961.1
4930533P14Rik	ENSMUST00000189056.1
Gm26245	ENSMUST00000178491.1
Gm1833	ENSMUST00000191608.1
Gm26078	ENSMUST00000104067.1
Slco4c1	ENSMUST00000071985.5
Panct2	ENSMUST00000188631.4
Panct2	ENSMUST00000181489.2
Slco6b1	ENSMUST00000167383.7
Slco6b1	ENSMUST00000178359.2
Gm9499	ENSMUST00000180888.1
Gm28901	ENSMUST00000188810.1
Gm6430	ENSMUST00000054664.7
Slco6c1	ENSMUST00000027569.13
Slco6c1	ENSMUST00000189547.1
Gm7133	ENSMUST00000187797.1
Gm7135	ENSMUST00000191257.6
Gm7135	ENSMUST00000187538.1
Gm37171	ENSMUST00000192636.1
D1Ertd622e	ENSMUST00000053033.13
D1Ertd622e	ENSMUST00000153115.7
D1Ertd622e	ENSMUST00000149927.1
AC099860.1	ENSMUST00000238965.1
Ppip5k2	ENSMUST00000042509.12
Ppip5k2	ENSMUST00000112845.7
Ppip5k2	ENSMUST00000171129.7
Gin1	ENSMUST00000112844.9
Gin1	ENSMUST00000112842.7
Gin1	ENSMUST00000027571.12
Pam	ENSMUST00000058762.14
Pam	ENSMUST00000097625.9
Pam	ENSMUST00000161567.7
Gm37140	ENSMUST00000192914.1
Gm25413	ENSMUST00000158544.1
Gm3531	ENSMUST00000162698.1
B230216N24Rik	ENSMUST00000159324.7
B230216N24Rik	ENSMUST00000161661.1
B230216N24Rik	ENSMUST00000159353.1
Gm24465	ENSMUST00000178398.1
1810006J02Rik	ENSMUST00000191060.6
1810006J02Rik	ENSMUST00000186473.1
Gm29461	ENSMUST00000189232.1
Gm7952	ENSMUST00000180540.1
Gm29462	ENSMUST00000191458.1
Slco6d1	ENSMUST00000027575.12
Slco6d1	ENSMUST00000160796.1
Gm3555	ENSMUST00000160287.1
Gm26134	ENSMUST00000178484.1
Gm7967	ENSMUST00000191042.1
Gm7967	ENSMUST00000191409.6
Gm7967	ENSMUST00000190991.1
Gm29460	ENSMUST00000188607.1
Gm23434	ENSMUST00000157179.1
Gm18248	ENSMUST00000191164.1
Cntnap5b	ENSMUST00000086738.9
Prdx2-ps1	ENSMUST00000117372.1
Gm37877	ENSMUST00000191630.1
Gm19029	ENSMUST00000189923.1
Gm23602	ENSMUST00000157258.1
Gm29668	ENSMUST00000187802.1
Gm29667	ENSMUST00000190817.1
Gm18700	ENSMUST00000185791.1
Gm18185	ENSMUST00000186725.1
Gm29334	ENSMUST00000190334.1
Gm25537	ENSMUST00000103851.1
Gm20268	ENSMUST00000187932.1
Gm28801	ENSMUST00000188761.1
Psmb6-ps2	ENSMUST00000187074.1
Gm18969	ENSMUST00000189423.1
Gm28188	ENSMUST00000190483.1
Gm28187	ENSMUST00000186885.1
Gm24122	ENSMUST00000104107.1
Gm28623	ENSMUST00000187219.1
Gm23036	ENSMUST00000157885.1
Gm3116	ENSMUST00000189440.1
Gm20281	ENSMUST00000188225.1
Gm22034	ENSMUST00000157283.1
Gm18728	ENSMUST00000186155.1
Gm23965	ENSMUST00000157969.1
Gm29141	ENSMUST00000190357.1
Gm37789	ENSMUST00000192862.1
Gm18447	ENSMUST00000187501.1
Gm29140	ENSMUST00000190187.1
Gm23537	ENSMUST00000157536.1
Gm5260	ENSMUST00000186157.1
Gm29592	ENSMUST00000189434.1
Gm29011	ENSMUST00000191059.1
Cdh20	ENSMUST00000062528.8
Gm38031	ENSMUST00000191819.1
n-R5s216	ENSMUST00000122755.1
Gm36969	ENSMUST00000194551.1
Gm15699	ENSMUST00000159213.1
Gm29012	ENSMUST00000187882.1
Gm29013	ENSMUST00000187431.1
Rnf152	ENSMUST00000058688.6
Rnf152	ENSMUST00000172299.1
Gm29014	ENSMUST00000191422.1
Gm17634	ENSMUST00000181383.2
Gm28403	ENSMUST00000188743.1
Capza1-ps1	ENSMUST00000086725.5
Pign	ENSMUST00000070699.14
Pign	ENSMUST00000186485.6
Pign	ENSMUST00000187537.6
Pign	ENSMUST00000190811.6
Gm28404	ENSMUST00000190242.1
Gm20302	ENSMUST00000080671.7
Gm22426	ENSMUST00000103811.1
Gm8004	ENSMUST00000187782.1
Relch	ENSMUST00000039173.12
Relch	ENSMUST00000086721.9
Relch	ENSMUST00000190501.6
Gm37566	ENSMUST00000192363.1
Gm10193	ENSMUST00000188288.1
Tnfrsf11a	ENSMUST00000027559.7
Gm37779	ENSMUST00000194221.1
Gm26214	ENSMUST00000158581.1
Gm18801	ENSMUST00000186616.1
Gm7160	ENSMUST00000185535.1
Gm7160	ENSMUST00000188519.1
Zcchc2	ENSMUST00000118196.7
Zcchc2	ENSMUST00000119166.7
Gm37372	ENSMUST00000193577.1
Gm26509	ENSMUST00000180947.1
Gm20753	ENSMUST00000190105.1
Phlpp1	ENSMUST00000061047.6
Gm38235	ENSMUST00000194600.1
A530053M12Rik	ENSMUST00000187918.1
Gm6651	ENSMUST00000189471.1
Bcl2	ENSMUST00000112751.1
Bcl2	ENSMUST00000189999.1
D630008O14Rik	ENSMUST00000144260.7
D630008O14Rik	ENSMUST00000149909.1
Mir3473f	ENSMUST00000183743.1
Gm37053	ENSMUST00000192399.1
Kdsr	ENSMUST00000010049.5
Vps4b	ENSMUST00000112736.7
Vps4b	ENSMUST00000094646.5
Serpinb5	ENSMUST00000086701.12
Serpinb5	ENSMUST00000112730.7
Serpinb5	ENSMUST00000112729.2
Pou2f3-rs1	ENSMUST00000120271.1
Serpinb12	ENSMUST00000081277.8
Serpinb12	ENSMUST00000112724.2
Serpinb13	ENSMUST00000027564.7
Gm8080	ENSMUST00000122046.1
Serpinb3a	ENSMUST00000027567.13
Serpinb3a	ENSMUST00000112717.2
Serpinb3d	ENSMUST00000023861.4
Gm15388	ENSMUST00000121578.1
Serpinb3b	ENSMUST00000086694.10
Serpinb3b	ENSMUST00000166100.1
Gm8084	ENSMUST00000120807.1
Gm15390	ENSMUST00000120323.1
Serpinb3c	ENSMUST00000027565.4
Gm8089	ENSMUST00000122463.1
Serpinb11	ENSMUST00000027566.2
Gm15391	ENSMUST00000147509.1
Serpinb7	ENSMUST00000086690.5
Gm24553	ENSMUST00000158653.1
Serpinb2	ENSMUST00000009356.10
Serpinb2	ENSMUST00000064916.8
Serpinb10	ENSMUST00000182198.7
Serpinb10	ENSMUST00000194951.1
Serpinb8	ENSMUST00000000514.10
Serpinb8	ENSMUST00000112706.3
Gm15389	ENSMUST00000153774.1
Gm24267	ENSMUST00000179841.1
Gm22438	ENSMUST00000104049.1
D830032E09Rik	ENSMUST00000189845.6
D830032E09Rik	ENSMUST00000186875.6
D830032E09Rik	ENSMUST00000189497.1
Gm18448	ENSMUST00000186286.1
Gm28282	ENSMUST00000186072.1
Gm5702	ENSMUST00000185629.1
Gm38212	ENSMUST00000194081.1
Gm28283	ENSMUST00000185509.1
Gm6679	ENSMUST00000191467.1
Gm17847	ENSMUST00000188261.1
Gm28281	ENSMUST00000185658.1
Gm22159	ENSMUST00000158412.1
Gm25293	ENSMUST00000122792.1
Gm8141	ENSMUST00000190856.1
Cdh7	ENSMUST00000137092.7
Cdh7	ENSMUST00000112701.7
Cdh7	ENSMUST00000129923.1
Cdh7	ENSMUST00000146282.2
Cdh7	ENSMUST00000172005.7
Cdh7	ENSMUST00000027542.12
Gm18552	ENSMUST00000187425.1
Gm3332	ENSMUST00000189337.1
Gm6693	ENSMUST00000189583.1
Cdh19	ENSMUST00000094626.4
Gm38255	ENSMUST00000194910.1
Gm36944	ENSMUST00000192257.1
Gm29088	ENSMUST00000189363.1
Gm19927	ENSMUST00000185792.1
Gm8173	ENSMUST00000186797.1
Gm37934	ENSMUST00000192902.1
Dsel	ENSMUST00000035462.6
Gm6028	ENSMUST00000077111.4
Gm17752	ENSMUST00000185787.2
Gm6717	ENSMUST00000185549.1
Gm19086	ENSMUST00000190772.1
Gm18406	ENSMUST00000185872.1
Gm22331	ENSMUST00000158066.1
Gm8204	ENSMUST00000185696.1
Gm28190	ENSMUST00000189766.1
Gm28189	ENSMUST00000190085.1
Gm17946	ENSMUST00000186856.1
Gm18181	ENSMUST00000190670.1
Gm24937	ENSMUST00000122597.1
9330185C12Rik	ENSMUST00000180837.1
Gm4854	ENSMUST00000185902.1
Gm17916	ENSMUST00000186137.6
Gm17916	ENSMUST00000187634.1
Gm17916	ENSMUST00000189918.1
Cntnap5a	ENSMUST00000043725.8
Gm23393	ENSMUST00000175207.1
Gm28263	ENSMUST00000185884.1
Gm19965	ENSMUST00000179777.2
Gm17777	ENSMUST00000189740.1
Gm24030	ENSMUST00000083931.1
Gm27785	ENSMUST00000184268.1
Gm28361	ENSMUST00000188825.1
Zfp813-ps	ENSMUST00000204773.1
Zfp813-ps	ENSMUST00000186652.2
Gm28362	ENSMUST00000189430.1
Gm28363	ENSMUST00000186341.1
Gm28359	ENSMUST00000187470.1
Gm18182	ENSMUST00000191380.1
B020011L13Rik	ENSMUST00000188801.1
Gm28360	ENSMUST00000187455.1
Gm28169	ENSMUST00000190342.1
Gm7195	ENSMUST00000190869.1
Gm28168	ENSMUST00000191265.1
Gm7145	ENSMUST00000185381.1
Gm28358	ENSMUST00000187860.6
Gm28358	ENSMUST00000189292.1
Gm29489	ENSMUST00000188934.1
Gm29490	ENSMUST00000190923.1
Gm29104	ENSMUST00000186304.1
Gm29106	ENSMUST00000186264.1
Gm7200	ENSMUST00000188426.1
Tsn	ENSMUST00000027623.8
Nifk	ENSMUST00000027626.12
Nifk	ENSMUST00000112688.9
Gm28867	ENSMUST00000190194.1
Clasp1	ENSMUST00000049404.12
Clasp1	ENSMUST00000178710.7
Clasp1	ENSMUST00000070989.13
Clasp1	ENSMUST00000190571.6
Clasp1	ENSMUST00000189738.6
Clasp1	ENSMUST00000187713.6
Clasp1	ENSMUST00000165223.7
Clasp1	ENSMUST00000189570.6
Clasp1	ENSMUST00000191445.6
Clasp1	ENSMUST00000189262.6
Clasp1	ENSMUST00000186349.6
Clasp1	ENSMUST00000185405.6
Clasp1	ENSMUST00000188710.6
Clasp1	ENSMUST00000191823.5
Gm26080	ENSMUST00000104069.1
2900060B14Rik	ENSMUST00000203191.1
Gm22710	ENSMUST00000116892.1
Gm28466	ENSMUST00000190678.1
Tfcp2l1	ENSMUST00000027629.9
Gm22094	ENSMUST00000158976.1
Gm28882	ENSMUST00000185504.1
Gm23497	ENSMUST00000157738.1
Gm28467	ENSMUST00000190981.1
Gli2	ENSMUST00000062483.14
Mir6346	ENSMUST00000183982.1
Gm26831	ENSMUST00000181458.1
Gm8321	ENSMUST00000181691.1
Gm3508	ENSMUST00000186012.1
Gm29456	ENSMUST00000189894.1
Gm29455	ENSMUST00000186697.1
Gm29455	ENSMUST00000186504.1
Inhbb	ENSMUST00000038765.5
Ralb	ENSMUST00000004565.14
Gm29454	ENSMUST00000190805.1
Gm27184	ENSMUST00000185095.2
Tmem185b	ENSMUST00000183952.1
3830432H09Rik	ENSMUST00000188909.1
Gm25322	ENSMUST00000122556.1
Epb41l5	ENSMUST00000052404.12
Epb41l5	ENSMUST00000163147.7
Epb41l5	ENSMUST00000191046.6
Epb41l5	ENSMUST00000027632.13
Gm37219	ENSMUST00000192036.1
Ptpn4	ENSMUST00000064091.11
Ptpn4	ENSMUST00000163435.7
Ptpn4	ENSMUST00000163621.1
Gm3851	ENSMUST00000168653.1
Gm37745	ENSMUST00000193304.1
Gm29657	ENSMUST00000189807.1
Gm8338	ENSMUST00000163928.1
Gm29658	ENSMUST00000185404.1
Gm3551	ENSMUST00000190750.1
Gm28209	ENSMUST00000187956.1
Tmem177	ENSMUST00000037906.5
Cfap221	ENSMUST00000174370.7
Cfap221	ENSMUST00000037840.11
Gm17973	ENSMUST00000174509.1
Sctr	ENSMUST00000072886.10
Sctr	ENSMUST00000189037.1
Tmem37	ENSMUST00000056089.7
Dbi	ENSMUST00000027634.12
Dbi	ENSMUST00000112648.7
Dbi	ENSMUST00000151708.2
3110009E18Rik	ENSMUST00000027637.12
3110009E18Rik	ENSMUST00000112644.8
3110009E18Rik	ENSMUST00000056038.14
Steap3	ENSMUST00000112641.7
Steap3	ENSMUST00000112640.7
Steap3	ENSMUST00000112639.7
Steap3	ENSMUST00000112643.1
C1ql2	ENSMUST00000037286.9
1700012E03Rik	ENSMUST00000186237.1
Marco	ENSMUST00000027639.7
En1	ENSMUST00000079721.8
2610027F03Rik	ENSMUST00000186982.2
Gm29346	ENSMUST00000188147.1
Gm29345	ENSMUST00000189213.1
Gm29344	ENSMUST00000068143.8
Gm29348	ENSMUST00000189555.1
Gm29347	ENSMUST00000186695.1
Gm37043	ENSMUST00000194609.1
Celrr	ENSMUST00000181433.7
Celrr	ENSMUST00000185678.1
Celrr	ENSMUST00000181183.2
Gm29359	ENSMUST00000191007.1
Gm38283	ENSMUST00000193041.1
Insig2	ENSMUST00000003818.13
Insig2	ENSMUST00000071064.12
Insig2	ENSMUST00000160968.7
Insig2	ENSMUST00000159085.7
Insig2	ENSMUST00000186915.1
Gm37174	ENSMUST00000194699.1
2210011K15Rik	ENSMUST00000190690.1
Ccdc93	ENSMUST00000036025.15
Ccdc93	ENSMUST00000112621.1
Gm15392	ENSMUST00000152863.1
Gm15393	ENSMUST00000120499.1
Htr5b	ENSMUST00000055884.7
Gm8217	ENSMUST00000119136.1
Ddx18	ENSMUST00000001724.11
Gm28591	ENSMUST00000185259.1
Gm37920	ENSMUST00000192952.1
Gm15394	ENSMUST00000119656.1
Gm8392	ENSMUST00000185647.1
Gm26472	ENSMUST00000116760.2
Gm28590	ENSMUST00000185679.1
Gm24547	ENSMUST00000158649.1
Gm36982	ENSMUST00000193796.1
Gm25771	ENSMUST00000158565.1
Gm29192	ENSMUST00000190942.1
Gm37970	ENSMUST00000193865.1
Gm8403	ENSMUST00000189712.1
Gm28911	ENSMUST00000188837.1
Gm20058	ENSMUST00000186939.1
Gm28912	ENSMUST00000189001.1
Dpp10	ENSMUST00000112606.7
Dpp10	ENSMUST00000112603.3
Dpp10	ENSMUST00000239072.1
Gm37478	ENSMUST00000193624.1
Gm37221	ENSMUST00000194472.1
Gm24791	ENSMUST00000104284.1
Gm37066	ENSMUST00000192713.1
Gm37781	ENSMUST00000194773.1
Gm37396	ENSMUST00000191827.1
Gm38263	ENSMUST00000195879.1
Gm28929	ENSMUST00000185330.1
Gm18875	ENSMUST00000188563.1
Gm37551	ENSMUST00000195556.1
Gm38073	ENSMUST00000195141.1
Gm25578	ENSMUST00000083406.1
Gm28299	ENSMUST00000189908.1
Gm37717	ENSMUST00000192647.1
1700121L03Rik	ENSMUST00000187796.1
Actr3	ENSMUST00000027579.16
Actr3	ENSMUST00000178474.7
Gm28706	ENSMUST00000186830.1
Slc35f5	ENSMUST00000027580.10
Gm18444	ENSMUST00000191239.1
Gpr39	ENSMUST00000027581.6
Lypd1	ENSMUST00000159417.1
Lypd1	ENSMUST00000162899.7
Lypd1	ENSMUST00000027582.9
Lypd1	ENSMUST00000159529.1
Nckap5	ENSMUST00000161954.7
Nckap5	ENSMUST00000112583.7
Nckap5	ENSMUST00000094609.9
Nckap5	ENSMUST00000162877.7
Nckap5	ENSMUST00000057846.14
Nckap5	ENSMUST00000094610.4
Gm37161	ENSMUST00000191994.1
Gm37936	ENSMUST00000194647.1
Gm38177	ENSMUST00000192213.1
4930599A14Rik	ENSMUST00000186724.1
Gm5261	ENSMUST00000185860.1
Mgat5	ENSMUST00000038361.10
Mgat5	ENSMUST00000171405.1
Gm37772	ENSMUST00000191635.1
Gm37510	ENSMUST00000194151.1
Gm8451	ENSMUST00000170338.2
Gm23370	ENSMUST00000199545.1
Gm23370	ENSMUST00000197008.1
Gm23734	ENSMUST00000083753.1
Gm38301	ENSMUST00000195573.1
Tmem163	ENSMUST00000160616.7
Tmem163	ENSMUST00000185560.1
Acmsd	ENSMUST00000038006.7
2900009J06Rik	ENSMUST00000185310.1
Ccnt2	ENSMUST00000112570.1
Ccnt2	ENSMUST00000027587.14
